plan_id,scenario_id,topology_family,frontier_basis,uniform_headway_min,span_id,span_start_min,span_end_min,span_minutes,calendar_id,annual_service_days,extension_share,public_population_covered_10min,public_population_coverage_share_10min,public_worst_municipality_10min,public_worst_municipality_coverage_share_10min,public_structurally_addressable_od_relation_count,public_structurally_addressable_worker_od_mass_upper_bound,public_plus_extensions_population_covered_10min,public_plus_extensions_population_coverage_share_10min,public_plus_extensions_worst_municipality_10min,public_plus_extensions_worst_municipality_coverage_share_10min,public_plus_extensions_structurally_addressable_od_relation_count,public_plus_extensions_structurally_addressable_worker_od_mass_upper_bound,expected_pattern_set_cycle_distance_km,expected_pattern_set_cycle_runtime_min,annual_bus_km,fleet_lower_bound_recovery5,fleet_lower_bound_recovery10,fleet_lower_bound_recovery15,public_explicit_proposed_stop_count,public_explicit_existing_stop_count,public_explicit_field_check_pending_count,s8_public_route_count,s8_public_complete_match_route_count,s8_public_complete_match_route_share,s8_public_all_routes_have_some_complete_match_phase,s8_public_any_route_has_some_complete_match_phase,s8_public_roundtrip_route_count,s8_public_roundtrip_complete_match_route_share,s8_public_roundtrip_best_complete_gap_min_min,s8_public_roundtrip_best_complete_gap_min_max,s8_public_roundtrip_worst_complete_gap_min_min,s8_public_roundtrip_worst_complete_gap_min_max,s8_public_rail_to_bus_only_route_count,s8_public_rail_to_bus_only_complete_match_route_share,s8_extension_route_count,s8_extension_complete_match_route_share,s8_extension_all_routes_have_some_complete_match_phase,s8_extension_any_route_has_some_complete_match_phase,reference_budget_robust_all_recoveries,structural_shortlist,frequent_service_30min_or_better,extension_access_realised,weighted_composite_score_used,worker_reference_assigned_to_routes,s8_phase_selected,joint_vehicle_block_timetable_feasibility_evaluated,exact_timetable_constructed,topology_ranked,service_policy_selected,primary_selected,runner_up_selected,plan_level_frontier_classes,base_access_realised,extension_upper_bound_only,plan_level_ranked,exact_timetable_required_next
P2PLAN_0e778058430b38d6,P2_b8ac97814c5ea6b2,scheduled_extensions,EXTENSION_UPPER_BOUND,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4203.959245918339,0.184215798255,La Valletta Brianza,0.000000000000,0,0.000000000,5937.363259162638,0.260172862850,Brivio,0.000465712767,2,134.000000000,5.108810012,12.529327497,102012.718325,2,2,2,1,0,1,1,1,1.000000000,true,true,1,1.000000000,11.497754539,11.497754539,11.497754539,11.497754539,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0e8bd7af623e5a60,P2_0ba6da008ea0f3ab,scheduled_extensions,EXTENSION_UPPER_BOUND,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4392.921746311748,0.192496058793,Brivio,0.000000000000,2,134.000000000,5353.617576642700,0.234593362528,Santa Maria Hoè,0.007765537274,6,447.000000000,9.268431233,15.523275537,46268.008714,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,25.794665162,25.794665162,25.794665162,25.794665162,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0ead7e96329fb2c3,P2_4e332cf8ec2de0a0,scheduled_extensions,EXTENSION_UPPER_BOUND,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,4458.934123152500,0.195388694517,Brivio,0.000000000000,2,134.000000000,5168.663609218168,0.226488754287,Brivio,0.011905513833,6,447.000000000,9.117474785,15.517316370,61565.748487,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,26.946231039,26.946231039,32.501491401,32.501491401,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0ec9cc9d9aba35b6,P2_04a4b1d4d1ae198a,scheduled_extensions,EXTENSION_UPPER_BOUND,15,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4103.329241693119,0.179806232064,La Valletta Brianza,0.000000000000,0,0.000000000,4660.182595172781,0.204207321376,Brivio,0.013951238382,2,90.000000000,4.958914461,12.524577188,99019.603957,2,2,2,1,0,1,1,1,1.000000000,true,true,1,1.000000000,11.075767433,11.075767433,11.075767433,11.075767433,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_0f483ee770626eaf,P2_bfbb9d6c4188ab18,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,6397.926106363451,0.280354541021,Santa Maria Hoè,0.093473095134,16,1367.000000000,6397.926106363451,0.280354541021,Santa Maria Hoè,0.093473095134,16,1367.000000000,21.614706925,41.714131016,107900.616970,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,25.680128966,25.680128966,25.680128966,25.680128966,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_0fac469ed3be116b,P2_39309e97f4fa3d4d,blank_slate,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,6351.503430600282,0.278320318096,Brivio,0.000000000000,2,221.000000000,6351.503430600282,0.278320318096,Brivio,0.000000000000,2,221.000000000,7.093166800,16.606866149,102354.396924,2,2,2,2,2,2,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_1048c1536058930f,P2_4bf5dfb6b345f7ce,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,7194.264952676723,0.315249788018,La Valletta Brianza,0.074188964284,12,641.000000000,17.754377134,30.808168711,103685.562463,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,16.133110118,16.133110118,25.577849757,25.577849757,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_10985f1a9627e040,P2_0ba6da008ea0f3ab,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4392.921746311748,0.192496058793,Brivio,0.000000000000,2,134.000000000,5353.617576642700,0.234593362528,Santa Maria Hoè,0.007765537274,6,447.000000000,9.268431233,15.523275537,108255.276799,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,18.294665162,18.294665162,18.294665162,18.294665162,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_10b794af3e9426a2,P2_9a68d80d3deb6755,scheduled_extensions,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,5782.991207416099,0.253408341817,La Valletta Brianza,0.000000000000,2,221.000000000,3.630643269,6.349685639,30206.952000,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,16.009255009,16.009255009,21.564515370,21.564515370,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_10bcc8dbba7d9c3d,P2_04a4b1d4d1ae198a,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4103.329241693119,0.179806232064,La Valletta Brianza,0.000000000000,0,0.000000000,4660.182595172781,0.204207321376,Brivio,0.013951238382,2,90.000000000,4.958914461,12.524577188,86880.181357,1,2,2,1,0,1,1,1,1.000000000,true,true,1,1.000000000,10.751644160,10.751644160,13.899890706,13.899890706,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_1144a000d71a698c,P2_3e56c372e7f43809,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.00,6012.313372163941,0.263457146566,Brivio,0.000000000000,9,956.000000000,6012.313372163941,0.263457146566,Brivio,0.000000000000,9,956.000000000,14.890847226,32.074173983,100550.445894,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,21.055367844,21.055367844,21.055367844,21.055367844,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_11a0a12ba0b1b799,P2_e3144a389b860f58,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,5769.784945393235,0.252829648743,Santa Maria Hoè,0.063137253657,12,641.000000000,5769.784945393235,0.252829648743,Santa Maria Hoè,0.063137253657,12,641.000000000,12.094498486,20.517952793,100626.227404,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,13.778218077,13.778218077,13.778218077,13.778218077,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_11ae71ec7bc9ff42,P2_e4b92caba131562a,single_compact_loop,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4256.982928783476,0.186539274648,La Valletta Brianza,0.000000000000,4,643.000000000,4256.982928783476,0.186539274648,La Valletta Brianza,0.000000000000,4,643.000000000,6.214775930,10.629073297,107615.060004,1,2,2,2,0,2,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_11d16cd3125933a0,P2_740640c5c1df932e,scheduled_extensions,EXTENSION_UPPER_BOUND,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,3930.914963224855,0.172251107935,Brivio,0.000000000000,2,221.000000000,5897.116512991633,0.258409266668,La Valletta Brianza,0.000000000000,6,490.000000000,4.176419403,7.904568409,60265.731982,1,1,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_124a205864866ee6,P2_4e332cf8ec2de0a0,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.25,4458.934123152500,0.195388694517,Brivio,0.000000000000,2,134.000000000,5168.663609218168,0.226488754287,Brivio,0.011905513833,6,447.000000000,9.117474785,15.517316370,106492.105492,1,1,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,19.446231039,19.446231039,19.446231039,19.446231039,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_127cd66e0d5556b2,P2_b51861af17924727,scheduled_extensions,EXTENSION_UPPER_BOUND,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,3211.794654452889,0.140739546102,Brivio,0.000000000000,0,0.000000000,4907.126837149856,0.215028318441,La Valletta Brianza,0.009189912991,0,0.000000000,4.637914283,7.860592161,107080.164960,1,2,2,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_12882747dc9e8515,P2_661654da5f884394,blank_slate,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,5414.502334925392,0.237261308075,Brivio,0.013951238382,2,134.000000000,5414.502334925392,0.237261308075,Brivio,0.013951238382,2,134.000000000,9.131813685,19.679955595,106659.583841,1,1,2,2,1,2,1,1,1.000000000,true,true,1,1.000000000,14.197216676,14.197216676,14.197216676,14.197216676,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_12b2dd8f558cf8d3,P2_48c394c239c6771c,blank_slate,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.00,7906.716608991273,0.346469132191,La Valletta Brianza,0.045773761307,20,1055.000000000,7906.716608991273,0.346469132191,La Valletta Brianza,0.045773761307,20,1055.000000000,21.622335348,40.036996938,107938.698057,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,26.518696005,26.518696005,26.518696005,26.518696005,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_12bec39f39cae053,P2_3d110befe0bda5e7,single_compact_loop,PUBLIC,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,5.699126388,10.510258833,98686.072535,1,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_1308a0173cd6c807,P2_39a9959520dd71f5,single_compact_loop,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,4860.318769351302,0.212977207792,Brivio,0.000050341214,2,221.000000000,7.022970275,12.364302371,87646.669032,1,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,12.206796742,12.206796742,12.206796742,12.206796742,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_13209f05ca3334b5,P2_e8bbc4706b34e040,scheduled_extensions,EXTENSION_UPPER_BOUND,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_DAILY_YEAR,365,0.25,2978.934734468328,0.130535718345,La Valletta Brianza,0.000000000000,2,139.000000000,4778.351124553385,0.209385418664,Brivio,0.011016508985,6,310.000000000,8.217021494,14.587096932,110970.875283,1,1,1,1,0,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_135ad4d9354dc104,P2_32209b4bbc62cfb6,single_compact_loop,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_DAILY_YEAR,365,0.00,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,7170.447870735303,0.314206133096,Brivio,0.000050341214,12,733.000000000,13.341750246,24.790377776,77915.821437,1,1,1,1,3,1,1,1,1.000000000,true,true,1,1.000000000,19.142005586,19.142005586,19.142005586,19.142005586,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_13c01153640b96d4,P2_2accba37a46653fb,single_compact_loop,PUBLIC,60,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.00,6031.026066968469,0.264277129304,Brivio,0.000000000000,9,956.000000000,6031.026066968469,0.264277129304,Brivio,0.000000000000,9,956.000000000,18.812433632,37.576627354,108585.366924,1,1,1,3,1,3,1,1,1.000000000,true,true,1,1.000000000,18.304141158,18.304141158,18.304141158,18.304141158,0,,0,,,,true,true,false,false,false,false,false,false,false,false,false,false,false,BASE_UNRESTRICTED,true,false,false,true
P2PLAN_13e2a35a0203f662,P2_b8ac97814c5ea6b2,scheduled_extensions,EXTENSION_UPPER_BOUND,20,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_6_DAY_52_WEEK,312,0.25,4203.959245918339,0.184215798255,La Valletta Brianza,0.000000000000,0,0.000000000,5937.363259162638,0.260172862850,Brivio,0.000465712767,2,134.000000000,5.108810012,12.529327497,88464.154172,1,2,2,1,0,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_1406fa2e8256719a,P2_95b0c578d533ac96,scheduled_extensions,EXTENSION_UPPER_BOUND,60,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4114.265497700950,0.180285454391,La Valletta Brianza,0.000000000000,0,0.000000000,5913.681887785996,0.259135154709,Brivio,0.115619645938,2,134.000000000,8.786903070,14.652608309,36553.516773,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,26.255860506,26.255860506,26.255860506,26.255860506,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_148f4c197dae55d5,P2_5f0a3d71d67305a7,scheduled_extensions,EXTENSION_UPPER_BOUND,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4458.934123152500,0.195388694517,Brivio,0.000000000000,2,134.000000000,5544.823045572175,0.242971909043,Brivio,0.000050341214,6,447.000000000,7.756623683,12.492723261,64535.109047,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,19.446231039,19.446231039,19.446231039,19.446231039,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_14c22a06ed9a4859,P2_067e6c7ae6cb14c4,blank_slate,PUBLIC,15,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,4634.226113818080,0.203069918834,La Valletta Brianza,0.000000000000,6,490.000000000,5.699126388,10.510258833,109651.191705,2,2,2,1,1,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_14ea523c33fd3e2d,P2_272eda5518ba6c59,scheduled_extensions,PUBLIC,60,CORE_0600_2200,360,1320,960,IDEALISED_6_DAY_52_WEEK,312,0.25,4732.369685921537,0.207370530572,Brivio,0.000000000000,2,134.000000000,6427.701868618492,0.281659302911,Santa Maria Hoè,0.000000000000,2,134.000000000,9.197821864,14.700453533,45915.526745,1,1,1,0,1,0,1,1,1.000000000,true,true,1,1.000000000,26.383407892,26.383407892,26.383407892,26.383407892,0,,1,1.000000000,true,true,true,true,false,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_1572612c170e1459,P2_cc8f147d7d76e109,single_compact_loop,PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.00,7168.536575183297,0.314122380896,Brivio,0.000000000000,12,733.000000000,7168.536575183297,0.314122380896,Brivio,0.000000000000,12,733.000000000,11.190855453,19.831962416,107656.029458,1,1,2,1,2,1,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_157ffea2f71710e3,P2_b89a4d1f8937ea49,scheduled_extensions,EXTENSION_UPPER_BOUND,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.25,4458.934123152500,0.195388694517,Brivio,0.000000000000,2,134.000000000,6003.375636003387,0.263065498573,Brivio,0.000465712767,2,134.000000000,7.459808818,13.001331197,93098.414049,1,2,2,0,1,0,1,1,1.000000000,true,true,1,1.000000000,10.649737947,10.649737947,13.797984493,13.797984493,0,,1,1.000000000,true,true,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_1599e8cb7bf5e5e7,P2_9e11bf505a0635b2,blank_slate,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6353.719431821961,0.278417422375,La Valletta Brianza,0.000000000000,2,221.000000000,6353.719431821961,0.278417422375,La Valletta Brianza,0.000000000000,2,221.000000000,8.306925202,16.640286208,103670.426521,2,2,2,1,2,1,1,1,1.000000000,true,true,1,1.000000000,10.068804824,10.068804824,11.920558278,11.920558278,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_16153193c051cf2d,P2_19d543be3e9cf2bf,scheduled_extensions,EXTENSION_UPPER_BOUND+PUBLIC,30,S8_EXTENDED_0530_2400,330,1440,1110,IDEALISED_5_DAY_52_WEEK,260,0.25,4328.243442782601,0.189661881624,Brivio,0.000000000000,2,221.000000000,4709.050820430065,0.206348707293,Brivio,0.000000000000,4,643.000000000,3.983314722,7.497626615,38319.487630,1,1,1,0,1,0,1,0,0.000000000,false,false,1,0.000000000,,,,,0,,1,0.000000000,false,false,true,true,true,false,false,false,false,false,false,false,false,false,false,EXTENSION_UPPER_BOUND_FREQUENT_30;EXTENSION_UPPER_BOUND_UNRESTRICTED,false,true,false,true
P2PLAN_168cba6e1c0d8790,P2_82d7a3cefa19ec5a,two_radial_out_and_back_feeders,PUBLIC,20,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,6127.659832867641,0.268511581943,Brivio,0.000000000000,6,447.000000000,8.402740060,14.127285076,104866.195949,2,2,3,0,2,0,2,2,1.000000000,true,true,2,1.000000000,10.649737947,10.916268824,12.768022278,13.797984493,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
P2PLAN_16ff1dff2703be51,P2_d829af60b7c029c9,single_compact_loop,PUBLIC,30,CORE_0600_2200,360,1320,960,IDEALISED_5_DAY_52_WEEK,260,0.00,6921.420673362992,0.303293861766,Brivio,0.013951238382,6,375.000000000,6921.420673362992,0.303293861766,Brivio,0.013951238382,6,375.000000000,11.628486655,27.570418184,96749.008970,2,2,2,3,1,3,1,1,1.000000000,true,true,1,1.000000000,10.251985382,10.251985382,19.696725021,19.696725021,0,,0,,,,true,true,true,false,false,false,false,false,false,false,false,false,false,BASE_FREQUENT_30;BASE_UNRESTRICTED,true,false,false,true
