route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
D170,000AFER62026010120260608000002,A2013327-0068-36795,Carnate - stazione f.s.,0068,0,,+++D70++011
D150,000SFER62026010120260608000002,A2013327-0022-36796,Osnago - incrocio s.s.36,0022,0,,+++D50++531
D150,000SFER62026010120260608000002,A2013327-0009-36797,Merate - via dei lodovichi (scuole),0009,1,,+++D50++492
D151,00A8F6LC2026010120260608000002,A2013327-0127-36833,Lecco - meridiane,0127,1,,+++LCO+++32
D140,00A7F5NR2026010120260608000002,A2013327-0020-36835,Cisano - tre fontane (mollif.s.ambrogio),0020,0,,+++D40+++91
D160,000SFER52026010120260608000002,A2013327-0035-37161,Barzano' - Via IV Novembre/Largo Diaz,0035,1,,+++D60++302
D160,000SFER52026010120260608000002,A2013327-0165-37167,Casatenovo - bivio villa greppi,0165,1,,+++D60++822
VCB,00VSFER62026010120260608000002,A2013327-0032-37201,Monte Marenzo - bisone,0032,0,,+++CBI++101
VCB,000SFER62026010120260608000002,A2013327-0046-37582,Monte Marenzo - bisone,0046,0,,+++CBI++281
D160,000AFER62026010120260608000002,A2013327-0001-37588,Oggiono - stazione f.s.,0001,1,,+++D60++452
D180,000SFER52026010120260608000002,A2013327-0099-37591,Barzano' - Via IV Novembre/Largo Diaz,0099,1,,+++D80++312
D180,000SFER62026010120260608000002,A2013327-0243-37592,Barzano' - Via IV Novembre/Largo Diaz,0243,1,,+++D80++312
D180,000SFER62026010120260608000002,A2013327-0237-37597,Barzano' - Via IV Novembre/Largo Diaz,0237,1,,+++D80++312
D151,000AF-2.2026010120260608000002,A2013327-0141-37610,Lecco - meridiane,0141,1,,+++LCO+++42
D160,000SFSAB2026010120260608000002,A2013327-0143-37649,Barzano' - Via IV Novembre/Largo Diaz,0143,1,,+++D60++672
D160,000SFSAB2026010120260608000002,A2013327-0194-37650,Seregno - stazione f.s.,0194,0,,+++D60++021
D160,000SFER52026010120260608000002,A2013327-0184-37685,Besana brianza - villa raverio,0184,0,,+++D60++761
D180,000SFER52026010120260608000002,A2013327-0120-37686,Arcore - stazione f.s.,0120,0,,+++D80++191
D160,000SFER52026010120260608000002,A2013327-0179-37687,Barzano' - Via IV Novembre/Largo Diaz,0179,1,,+++D60++552
D180,000SFSAB2026010120260608000002,A2013327-0180-37756,Arcore - stazione f.s.,0180,0,,+++D80++111
D182,000SFER62026010120260608000002,175711-0002-37849,Vimercate - polo scolastico,0002,0,,++D83B+++11
D182,00VSFER62026010120260608000002,175711-0008-37851,Vimercate - autostazione,0008,0,,++D83B+++21
D182,00VSFER62026010120260608000002,175711-0010-37852,Vimercate - autostazione,0010,0,,++D83B+++51
D182,00A7F5NR2026010120260608000002,175711-0016-37853,Vimercate - autostazione,0016,0,,++D83B+++21
D182,00A7F5NR2026010120260608000002,175711-0001-37854,Missaglia - centro,0001,1,,++D83B+++12
D182,00A7F5NR2026010120260608000002,175711-0003-37855,Missaglia - centro,0003,1,,++D83B+++42
D182,000SFER62026010120260608000002,175711-0007-37856,Missaglia - centro,0007,1,,++D83B+++52
D182,00VSF5NR2026010120260608000002,175711-0009-37857,Missaglia - centro,0009,1,,++D83B+++12
D181,00A7F6NR2026010120260608000002,175711-0002-37918,Carnate - stazione f.s.,0002,0,,++D83C+++21
D181,00A7F6NR2026010120260608000002,175711-0004-37919,Carnate - stazione f.s.,0004,0,,++D83C+++31
D181,00A7F5NR2026010120260608000002,175711-0012-37920,Carnate - stazione f.s.,0012,0,,++D83C+++31
D181,00A7F6NR2026010120260608000002,175711-0006-37921,Carnate - stazione f.s.,0006,0,,++D83C+++21
D181,00A7F6NR2026010120260608000002,175711-0008-37922,Carnate - stazione f.s.,0008,0,,++D83C+++21
D181,00A7F6NR2026010120260608000002,175711-0010-37923,Carnate - stazione f.s.,0010,0,,++D83C+++21
D181,00A7F5NR2026010120260608000002,175711-0014-37924,Carnate - stazione f.s.,0014,0,,++D83C+++41
D181,00A7F5NR2026010120260608000002,175711-0016-37925,Carnate - stazione f.s.,0016,0,,++D83C+++21
D181,00A7F5NR2026010120260608000002,175711-0018-37926,Carnate - stazione f.s.,0018,0,,++D83C+++31
D181,00A7F6NR2026010120260608000002,175711-0001-37927,Casatenovo - via giovenzana,0001,1,,++D83C+++12
D181,00A7F6NR2026010120260608000002,175711-0005-37928,Casatenovo - villa greppi,0005,1,,++D83C+++32
D181,00A7F5NR2026010120260608000002,175711-0007-37929,Casatenovo - via giovenzana,0007,1,,++D83C+++22
D181,00A7F6NR2026010120260608000002,175711-0009-37930,Casatenovo - villa greppi,0009,1,,++D83C+++32
D181,00A7F6NR2026010120260608000002,175711-0011-37931,Casatenovo - villa greppi,0011,1,,++D83C+++32
D181,00A7F6NR2026010120260608000002,175711-0013-37932,Casatenovo - villa greppi,0013,1,,++D83C+++32
D181,00A7F5NR2026010120260608000002,175711-0015-37933,Casatenovo - villa greppi,0015,1,,++D83C+++32
D181,00A7F5NR2026010120260608000002,175711-0017-37934,Casatenovo - via giovenzana,0017,1,,++D83C+++22
D181,00A7F5NR2026010120260608000002,175711-0006-37935,Carnate - stazione f.s.,0006,0,,++D83C+++41
D182,00A7F5NR2026010120260608000002,175711-0014-37936,Carnate - stazione f.s.,0014,0,,++D83B+++31
D182,00VSFER52026010120260608000002,175711-0018-37937,Vimercate - autostazione,0018,0,,++D83B+++51
D182,000SFER62026010120260608000002,175711-0020-37938,Vimercate - autostazione,0020,0,,++D83B+++51
