procom_res,origin_name,procom_lav,destination_name,workers,rank,category,share_of_origin_pct,cumulative_share_pct
097092,La Valletta Brianza,015157,Novate Milanese,1,157,OTHER_EXTERNAL,0.055679,98.886414
097092,La Valletta Brianza,012109,Origgio,1,158,OTHER_EXTERNAL,0.055679,98.942094
097092,La Valletta Brianza,108036,Ornago,1,159,OTHER_EXTERNAL,0.055679,98.997773
097092,La Valletta Brianza,015167,Pantigliate,1,160,OTHER_EXTERNAL,0.055679,99.053452
097092,La Valletta Brianza,015170,Pero,1,161,OTHER_EXTERNAL,0.055679,99.109131
097092,La Valletta Brianza,033032,Piacenza,1,162,OTHER_EXTERNAL,0.055679,99.164811
097092,La Valletta Brianza,013188,Ponte Lambro,1,163,OTHER_EXTERNAL,0.055679,99.220490
097092,La Valletta Brianza,016172,Pontirolo Nuovo,1,164,OTHER_EXTERNAL,0.055679,99.276169
097092,La Valletta Brianza,012118,Samarate,1,165,OTHER_EXTERNAL,0.055679,99.331849
097092,La Valletta Brianza,012119,Saronno,1,166,OTHER_EXTERNAL,0.055679,99.387528
097092,La Valletta Brianza,016198,Seriate,1,167,OTHER_EXTERNAL,0.055679,99.443207
097092,La Valletta Brianza,015211,Settimo Milanese,1,168,OTHER_EXTERNAL,0.055679,99.498886
097092,La Valletta Brianza,108041,Sovico,1,169,OTHER_EXTERNAL,0.055679,99.554566
097092,La Valletta Brianza,016209,Suisio,1,170,OTHER_EXTERNAL,0.055679,99.610245
097092,La Valletta Brianza,016213,Terno d'Isola,1,171,OTHER_EXTERNAL,0.055679,99.665924
097092,La Valletta Brianza,006174,Tortona,1,172,OTHER_EXTERNAL,0.055679,99.721604
097092,La Valletta Brianza,016219,Treviglio,1,173,OTHER_EXTERNAL,0.055679,99.777283
097092,La Valletta Brianza,015220,Trezzano sul Naviglio,1,174,OTHER_EXTERNAL,0.055679,99.832962
097092,La Valletta Brianza,015222,Tribiano,1,175,OTHER_EXTERNAL,0.055679,99.888641
097092,La Valletta Brianza,108043,Triuggio,1,176,OTHER_EXTERNAL,0.055679,99.944321
097092,La Valletta Brianza,015242,Vimodrone,1,177,OTHER_EXTERNAL,0.055679,100.000000
